link,name,enddate
None,Rust Data Engineering,2025-03-12T16:00:00Z
None,Python and Rust with Linux Command Line Tools,2025-03-15T16:00:00Z
None,Rust for DevOps,2025-03-17T16:00:00Z
None,Rust for Machine Learning Operations (LLMOps),2025-03-13T16:00:00Z
https://www.edx.org/course/foundations-of-microgrids-course-v1-alaskax-acep1x-2t2023,The Resilient and Renewable Grid: How Microgrids are Revolutionizing Energy Systems,2024-06-30T20:00:00Z
None,Microgrid Modeling & Design,2024-07-30T20:00:00Z
https://www.edx.org/course/arctic-security-fundamentals-course-v1-alaskax-arcsec-1-1t2024,Arctic Security Fundamentals,2024-12-17T21:00:00Z
None,delete,None
https://www.edx.org/course/renewable-energy-for-arctic-food-and-water-security-course-v1-alaskax-fewx-2t2023,"Powering Resilient Communities: A Holistic Approach to Food, Energy, and Water Security",2024-06-30T20:00:00Z
https://www.edx.org/course/salmon-people-and-place-course-v1-alaskax-fish-spp-2t2024,"Salmon, People, and Place",2025-06-30T20:00:00Z
None,Molecular Genetics 1,2050-12-15T17:00:00Z
None,Molecular Genetics 2,2050-12-15T17:00:00Z
None,DNA Sequencing,2050-12-15T17:00:00Z
None,Transmission Genetics 1,2050-12-15T17:00:00Z
None,Transmission Genetics 2,2050-12-15T17:00:00Z
https://www.edx.org/course/gis-foundations-course-v1-alaskax-gis1x-2t2023,GIS Foundations,2024-07-31T20:00:00Z
https://www.edx.org/course/3d-gis-course-v1-alaskax-gis2x-2t2023,3D GIS,2024-07-31T20:00:00Z
https://www.edx.org/course/gis-image-analysis-in-arcgis-pro-course-v1-alaskax-gis3x-2t2023,GIS Image Analysis in ArcGIS Pro,2024-07-31T20:00:00Z
None,GIS Applications: Forest Health and Wildfires,2029-12-29T21:00:00Z
https://www.edx.org/course/proposal-planning-for-grant-funded-projects-course-v1alaskaxgrant1x1t2023,Proposal Planning for Grant-Funded Projects,2025-12-15T21:00:00Z
None,Grow Your Own Food,2025-06-30T20:00:00Z
https://www.edx.org/course/climate-change-in-arctic-environments-course-v1-alaskax-iarc100-3t2023,Climate Change in Arctic Environments,2024-08-13T20:00:00Z
https://www.edx.org/course/inupiaq-language-and-culture-course-v1alaskaxinu1x3t2022,Iñupiaq Language and Culture,2024-12-31T20:00:00Z
https://www.edx.org/course/3d-printing-course-v1-alaskax-make1x-2t2024,3D Printing Essentials: From Design to Reality,2025-06-30T20:00:00Z
https://www.edx.org/course/mental-health-history-and-treatment-course-v1alaskaxmh1x2t2022,Mental Health History and Treatment,2024-06-30T00:00:00Z
https://www.edx.org/course/mental-health-theory-and-practice-course-v1alaskaxmh2x2t2022,Mental Health Theory and Practice,2024-06-30T00:00:00Z
None,Introduction to Mining Engineering,2057-04-15T20:00:00Z
None,delete,None
https://www.edx.org/course/behavioral-neuroscience-foundations-of-compulsive-behaviors-course-v1alaskaxneuro1x2t2022,Behavioral Neuroscience: Foundations of Compulsive Behaviors,2024-06-30T00:00:00Z
https://www.edx.org/course/behavioral-neuroscience-analyzing-anxiety-and-depression-course-v1alaskaxneuro2x2t2022,Behavioral Neuroscience: Analyzing Anxiety and Depression,2024-06-30T00:00:00Z
https://www.edx.org/course/behavioral-neuroscience-contrasting-tests-for-anxiety-and-depression-course-v1alaskaxneuro3x2t2022,Behavioral Neuroscience: Contrasting Tests for Anxiety and Depression,2024-06-30T00:00:00Z
https://www.edx.org/course/one-health-a-ten-thousand-year-old-view-into-the-future-course-v1-alaskax-oh1x-3t2022,One Health: A Ten Thousand Year-Old View into the Future,2024-07-01T00:00:00Z
https://www.edx.org/course/pathways-to-exploring-and-understanding-one-health-connections-course-v1-alaskax-oh2x-3t2022,Pathways to Exploring and Understanding One Health,2024-07-01T00:00:00Z
https://www.edx.org/course/approaches-to-operationalizing-one-health-course-v1-alaskax-oh3x-3t2022,Approaches to Operationalizing One Health,2024-07-01T00:00:00Z
https://www.edx.org/course/personal-preparedness-course-v1-alaskax-prep1x-3t2022,How to Survive the Zombie Apocalypse (and Other Emergencies),2024-06-30T00:00:00Z
https://www.edx.org/course/remote-sensing-of-wildfires-course-v1-alaskax-rsw1-2t2023,Remote Sensing of Wildfires,2025-07-31T20:00:00Z
https://www.edx.org/course/studiox-test-course-sandbox-course-v1-alaskax-sandbox1x-3t2030,StudioX Test Course / Sandbox,2040-12-31T21:00:00Z
https://www.edx.org/course/synthetic-aperture-radar-foundations-course-v1alaskaxsar-4003t2022,Synthetic Aperture Radar: Foundations,2024-06-30T19:00:00Z
https://www.edx.org/course/synthetic-aperture-radar-hazards-course-v1alaskaxsar-4013t2022,Synthetic Aperture Radar: Hazards,2024-06-30T20:00:00Z
https://www.edx.org/course/synthetic-aperture-radar-ecosystems-course-v1alaskaxsar-4023t2022,Synthetic Aperture Radar: Ecosystems,2024-06-30T19:00:00Z
None,Spaceport Management,2046-05-10T20:00:00Z
None,Space Weather,2025-06-30T20:00:00Z
https://www.edx.org/course/sport-business-foundations-course-v1-alaskax-sprt1x-2t2023,Sport Business Foundations,2025-07-30T20:00:00Z
https://www.edx.org/course/sales-in-sport-business-course-v1-alaskax-sprt2x-2t2023,Sales in Sport Business,2025-07-30T20:00:00Z
https://www.edx.org/course/sport-analytics-data-driven-decision-making-course-v1-alaskax-sprt3x-2t2023,Sport Analytics: Data Driven Decision Making,2025-07-30T20:00:00Z
https://www.edx.org/course/the-craft-of-storytelling-course-v1-alaskax-story481-2t2023,The Craft of Storytelling,2024-07-30T20:00:00Z
https://www.edx.org/course/the-craft-of-storytelling-course-v1-alaskax-story481-2t2024,The Craft of Storytelling,2025-06-30T20:00:00Z
https://www.edx.org/course/introduction-to-social-work-course-v1alaskaxswk1x2t2022,Introduction to Social Work,2024-06-30T00:00:00Z
https://www.edx.org/course/areas-of-social-work-practice-course-v1alaskaxswk2x2t2022,Areas of Social Work Practice,2024-06-30T00:00:00Z
None,AlaskaX Master Course,None
None,Federal Indian Law,2101-05-31T00:00:00Z
https://www.edx.org/course/unmanned-aerial-systems-fundamentals-course-v1alaskaxuas1x3t2022,Unmanned Aerial Systems (UAS): Fundamentals,2024-06-30T20:00:00Z
https://www.edx.org/course/unmanned-aerial-systems-uas-flight-planning-course-v1alaskaxuas2x3t2022,Unmanned Aerial Systems (UAS): Flight Planning,2025-06-30T20:00:00Z
https://www.edx.org/course/embracing-the-whole-person-in-trauma-and-wellness-work-course-v1alaskaxwell1x2t2022,Embracing the Whole Person in Social Work,2024-06-30T00:00:00Z
https://www.edx.org/course/valuing-diverse-perspectives-in-trauma-and-wellness-work-course-v1alaskaxwell2x2t2022,Valuing Diverse Perspectives in Social Work,2024-06-30T00:00:00Z
https://www.edx.org/course/central-yup-ik-language-and-culture-course-v1-alaskax-yupik1x-2t2023,Yup'ik Language and Culture,2024-12-31T21:00:00Z
None,[Test] Human Rights: The Right to Freedom of Expression [Test],None
None,Human Rights Defenders,None
None,Human Rights Defenders,None
None,Human Rights Defenders,None
https://www.edx.org/course/introduccion-a-la-inteligencia-artificial-course-v1-anahuacx-iest-cp1-2x-2t2022,Introducción a la Inteligencia Artificial,2024-07-21T04:59:00Z
https://www.edx.org/course/mineria-de-datos-segmentacion-de-mercados-course-v1-anahuacx-iest-cp1-1x-3t2022,Minería de Datos: Segmentación de Mercados,2024-11-18T04:59:00Z
https://www.edx.org/course/mineria-de-datos-analisis-de-la-canasta-de-compra-course-v1-anahuacx-iest-cp2-2x-3t2022,Minería de Datos: Análisis de la Canasta de Compra,2024-11-18T04:59:00Z
https://www.edx.org/course/mercadotecnia-sensorial-experiencial-course-v1-anahuacx-iest-cp3-1x-1t2024,Mercadotecnia Sensorial Experiencial,2026-04-24T05:59:00Z
https://www.edx.org/course/estrategias-sustentables-del-green-marketing-course-v1-anahuacx-iest-cp3-2x-1t2024,Estrategias Sustentables del Green Marketing,2025-04-24T05:59:00Z
https://www.edx.org/course/fundamentos-de-algebra-lineal-course-v1-anahuacx-iest-mo-1x-1t2023,Fundamentos de Álgebra Lineal,2024-04-20T05:59:00Z
None,Comunicación Impactante: Potencia tu Voz y Expresión en el Mundo Digital,2024-11-07T05:59:00Z
https://www.edx.org/course/liderazgo-estrategico-internacional-course-v1-anahuacx-uac-mo-1x-3t2023,Liderazgo estratégico internacional,2024-12-08T05:59:00Z
https://www.edx.org/course/comunicacion-y-redaccion-digital-course-v1-anahuacx-uac-mo-2x-2t2023,Comunicación y Redacción Digital,2024-07-13T05:59:00Z
https://www.edx.org/course/el-trabajo-del-siglo-xxi-emprendimiento-e-innovacion-course-v1-anahuacx-uac-mo-3x-3t2023,El Trabajo del Siglo XXI: Emprendimiento e Innovación,2024-12-08T05:59:00Z
https://www.edx.org/course/e-leadership-course-v1-anahuacx-uac-cp1-2x-2t2023,E-Leadership,2024-07-27T05:59:00Z
https://www.edx.org/course/ingles-basico-conversacional-y-networking-course-v1-anahuacx-uam-cp3-1x-3t2023,Inglés básico: conversacional y networking,2024-11-15T18:00:00Z
https://www.edx.org/course/ingles-empresarial-ventas-gestion-y-liderazgo-course-v1-anahuacx-uam-cp3-2x-3t2023,"Inglés empresarial: ventas, gestión y liderazgo",2024-11-08T18:00:00Z
https://www.edx.org/course/introduccion-a-la-inteligencia-emocional-course-v1-anahuacx-uamy-cp1x-3t2023,Introducción a la inteligencia emocional,2024-12-08T05:59:00Z
https://www.edx.org/course/introduccion-a-la-robotica-e-industria-4-0-course-v1-anahuacx-uamy-cp2-3x-1t2024,Introducción a la robótica e industria 4.0,2024-11-30T18:00:00Z
https://www.edx.org/course/inteligencia-emocional-para-el-liderazgo-efectivo-y-colaboracion-course-v1-anahuacx-uamy-cp2x-3t2023,Inteligencia emocional para el liderazgo efectivo y colaboración,2024-12-07T18:00:00Z
https://www.edx.org/course/gestion-del-estres-y-mindfulness-course-v1-anahuacx-uamy-cp3x-3t2023,Gestión del estrés y Mindfulness,2024-12-08T05:59:00Z
https://www.edx.org/course/de-la-idea-al-exito-metodologias-de-emprendimiento-course-v1-anahuacx-uamy-cp10-2x-1t2024,De la Idea al Éxito: Metodologías de Emprendimiento,2024-12-14T18:00:00Z
https://www.edx.org/course/introduccion-a-r-course-v1-anahuacx-uamy-cp4-1x-2t2023,Introducción a R,2024-07-26T18:00:00Z
https://www.edx.org/course/analisis-de-datos-empresariales-con-r-course-v1-anahuacx-uamy-cp4-2x-3t2023,Análisis de datos empresariales con R,2024-11-08T18:00:00Z
https://www.edx.org/course/fitness-corporativo-course-v1-anahuacx-uamy-cp7-2x-3t2023,Fitness corporativo,2024-08-30T18:00:00Z
https://www.edx.org/course/introduccion-al-derecho-internacional-publico-course-v1-anahuacx-uamy-cp8-1x-2t2023,Introducción al Derecho Internacional Público,2024-07-27T05:59:00Z
https://www.edx.org/course/accediendo-a-los-datos-de-la-web-con-python-web-scrapping-y-apis-course-v1-anahuacx-uamy-cp9-2x-3t2023,Accediendo a los Datos de la Web con Python: Web Scrapping y APIs,2024-11-22T18:00:00Z
https://www.edx.org/course/almacenamiento-acceso-y-visualizacion-de-datos-con-python-course-v1-anahuacx-uamy-cp9-3x-3t2023,"Almacenamiento, Acceso y Visualización de Datos con Python",2024-11-22T18:00:00Z
https://www.edx.org/course/productividad-profesional-optimizada-con-ia-chatgpt-course-v1-anahuacx-uamy-mo-10x-1t2024,Productividad Profesional Optimizada con IA: ChatGPT,2024-10-26T18:00:00Z
https://www.edx.org/course/escudo-digital-ciberseguridad-para-proteccion-de-datos-y-sistemas-course-v1-anahuacx-uamy-mo-11x-3t2023,Escudo Digital: Ciberseguridad para Protección de Datos y Sistemas,2024-12-14T00:00:00Z
None,"Fortaleciendo la relación con tu adolescente: Conectando, comprendiendo y creciendo juntos",2024-05-31T18:00:00Z
None,Digital Shield: Cybersecurity for Data and System Protection,2024-11-30T18:00:00Z
None,Gestión de talento y liderazgo con Empatía,2025-01-18T18:00:00Z
https://www.edx.org/course/fundamentos-de-derecho-mercantil-internacional-course-v1-anahuacx-uamy-mo-1x-2t2023,Fundamentos de Derecho Mercantil Internacional,2024-07-27T05:59:00Z
https://www.edx.org/course/ciencia-de-datos-aplicada-al-marketing-course-v1-anahuacx-uamy-mo-2x-2t2023,Ciencia de Datos Aplicada al Marketing,2024-07-28T18:00:00Z
https://www.edx.org/course/metodologia-agile-la-evolucion-de-la-mejora-continua-course-v1-anahuacx-uamy-mo-4x-2t2023,Metodología Agile: la evolución de la mejora continua,2024-07-26T18:00:00Z
https://www.edx.org/course/comunicacion-y-pronunciacion-en-ingles-course-v1anahuacxuamymo5x3t2021,Pronunciation,None
https://www.edx.org/course/comunicacion-y-pronunciacion-en-ingles-course-v1-anahuacx-uamy-mo-5x-3t2023,Comunicación y Pronunciación en Inglés,2024-11-15T18:00:00Z
https://www.edx.org/course/customer-success-conociendo-al-cliente-course-v1-anahuacx-uamy-mo-6x-2t2023,Customer Success: Conociendo al Cliente,2024-05-04T18:00:00Z
None,Customer Success: Conociendo al Cliente,2025-03-08T18:00:00Z
https://www.edx.org/course/frances-introductorio-course-v1-anahuacx-uamy-mo-7x-3t2023,Francés Introductorio,2024-08-30T18:00:00Z
https://www.edx.org/course/cultura-maya-en-yucatan-course-v1-anahuacx-uamy-mo-8x-3t2023,Cultura Maya en Yucatán,2024-06-30T05:59:00Z
https://www.edx.org/course/ia-para-docentes-transforma-tu-ensenanza-con-chatgpt-course-v1-anahuacx-uamy-mo-9x-1t2024,IA para docentes: Transforma tu enseñanza con ChatGPT,2024-10-26T18:00:00Z
https://www.edx.org/course/vision-general-del-marketing-y-su-funcion-para-los-negocios-course-v1-anahuacx-uap-cp1-1x-2t2023,Visión general del marketing y su función para los negocios,2024-07-06T05:59:00Z
https://www.edx.org/course/diseno-de-estrategias-de-marketing-enfocadas-a-los-consumidores-course-v1-anahuacx-uap-cp1-2x-2t2023,Diseño de estrategias de marketing enfocadas a los consumidores,2024-07-06T05:59:00Z
https://www.edx.org/course/calidad-en-el-servicio-y-lealtad-del-cliente-course-v1-anahuacx-uap-cp1-3x-2t2023,Calidad en el servicio y lealtad del cliente,2024-07-06T05:59:00Z
https://www.edx.org/course/estrategia-de-posicionamiento-4-0-course-v1-anahuacx-uap-cp2-1x-1t2024,Estrategia de Posicionamiento 4.0,2025-02-19T18:00:00Z
https://www.edx.org/course/arquitectura-de-la-informacion-y-datos-digitales-course-v1-anahuacx-uap-cp2-2x-1t2024,Arquitectura de la información y datos digitales,2025-02-19T18:00:00Z
None,Metodologías disruptivas para la formación en las organizaciones,2025-11-01T18:00:00Z
None,Diseño de experiencias formativas innovadoras,2025-11-01T18:00:00Z
https://www.edx.org/course/ciberseguridad-bases-y-estructuras-para-la-proteccion-de-la-informacion-course-v1-anahuacx-uaq-cp1-1x-1t2024,Ciberseguridad. Bases y estructuras para la protección de la información,2024-12-22T18:00:00Z
https://www.edx.org/course/preparacion-de-alimentos-saludables-course-v1-anahuacx-uaq-mo-1x-1t2024,Preparación de alimentos saludables,2024-12-22T18:00:00Z
https://www.edx.org/course/introduccion-a-ciencia-de-datos-en-salud-course-v1-anahuacx-uaq-mo-2x-3t2023,Introducción a Ciencia de Datos en Salud,2024-09-30T18:00:00Z
None,Introducción a Ciencia de Datos en Salud,2024-10-30T18:00:00Z
https://www.edx.org/course/diagnostico-de-riesgos-psicosociales-en-el-trabajo-course-v1-anahuacx-uax-cp1-1x-2t2023,Diagnóstico de riesgos psicosociales en el trabajo,2024-07-25T18:00:00Z
https://www.edx.org/course/estrategias-de-promocion-de-entornos-laborales-saludables-course-v1-anahuacx-uax-cp1-2x-2t2023,Estrategias de promoción de entornos laborales saludables,2024-07-25T18:00:00Z
https://www.edx.org/course/planeacion-estrategica-para-el-desarrollo-de-organizaciones-saludables-course-v1-anahuacx-uax-cp1-3x-2t2023,Planeación estratégica para el desarrollo de organizaciones saludables,2024-07-25T18:00:00Z
https://www.edx.org/course/principios-del-diseno-instruccional-en-linea-course-v1-anahuacx-uax-cp2-3x-3t2022,Principios del diseño instruccional en línea,2024-07-06T06:00:00Z
https://www.edx.org/course/psicologia-criminal-course-v1-anahuacx-uax-cp3-2x-3t2022,Psicología Criminal,2024-08-29T23:59:00Z
https://www.edx.org/course/introduccion-al-emprendimiento-contexto-y-perfil-emprendedor-course-v1-anahuacx-uax-cp4-1x-2t2023,Introducción al Emprendimiento: Contexto y Perfil Emprendedor,2024-08-29T23:59:00Z
https://www.edx.org/course/competencias-digitales-para-la-ensenanza-mediada-por-tecnologia-course-v1-anahuacx-uax-mo-1x-2t2023,Competencias digitales para la enseñanza mediada por tecnología,2024-07-06T18:00:00Z
https://www.edx.org/course/planeacion-didactica-por-competencias-course-v1-anahuacx-uax-mo-2x-2t2023,Planeación didáctica por competencias,2024-07-07T05:59:00Z
https://www.edx.org/course/foundations-of-medical-spanish-course-v1-anahuacx-uax-mo-3x-2t2023,Foundations of Medical Spanish,2024-05-26T05:59:00Z
https://www.edx.org/course/consideraciones-para-el-cumplimiento-y-aplicacion-de-la-nom-035-course-v1-anahuacx-uax-mo-4x-2t2023,Consideraciones para el cumplimiento y aplicación de la NOM-035,2024-07-25T18:00:00Z
https://www.edx.org/course/modelos-predictivos-con-machine-learning-course-v1-anahuacx-uva-cp1-1x-1t2023,Modelos predictivos con Machine Learning,2025-03-02T05:59:00Z
https://www.edx.org/course/fundamentos-de-informacion-financiera-y-contable-course-v1-anahuacx-uva-mm1x-2t2023,Fundamentos de información financiera y contable,2024-08-10T05:59:00Z
